vendor_id,vendor_info
19,"Vendor: Invitaciones Creativas (Servicio de diseño de invitaciones para eventos.), Location: Alajuela, Central, Labels: invitaciones eventos, diseño personalizado, invitaciones únicas, estilo y tema, invitaciones creativas, Category: Invitaciones (Servicios de diseño y envío de invitaciones para eventos.), Service: Diseño de invitaciones (Proveemos servicios de diseño y envío de invitaciones para eventos. Creamos invitaciones personalizadas y únicas que reflejan el estilo y tema del evento.), Available: b'\x01', Vendor: Invitaciones Creativas (Servicio de envío de invitaciones para eventos.), Location: Alajuela, Central, Labels: invitaciones eventos, diseño personalizado, invitaciones únicas, estilo y tema, invitaciones creativas, Category: Invitaciones (Servicios de diseño y envío de invitaciones para eventos.), Service: Envío de invitaciones (Proveemos servicios de diseño y envío de invitaciones para eventos. Creamos invitaciones personalizadas y únicas que reflejan el estilo y tema del evento.), Available: b'\x01'"
2,"Vendor: Ritmo Vivo (Servicio de presentación musical en vivo para eventos.), Location: Heredia, Santo Domingo, Labels: música en vivo, banda de jazz, música para bodas, música tropical, entretenimiento musical, Category: Música (Servicios de música en vivo y DJ para eventos.), Service: Presentación musical en vivo (Una banda profesional de músicos especializados en eventos corporativos, bodas, y festivales. Contamos con un repertorio diverso que incluye jazz, pop, rock y música tropical. Personalizamos el setlist según el gusto de los clientes.), Available: b'\x01', Vendor: Ritmo Vivo (Servicio de alquiler de equipo de sonido para eventos.), Location: Heredia, Santo Domingo, Labels: música en vivo, banda de jazz, música para bodas, música tropical, entretenimiento musical, Category: Música (Servicios de música en vivo y DJ para eventos.), Service: Alquiler de equipo de sonido (Una banda profesional de músicos especializados en eventos corporativos, bodas, y festivales. Contamos con un repertorio diverso que incluye jazz, pop, rock y música tropical. Personalizamos el setlist según el gusto de los clientes.), Available: b'\x01', Vendor: Ritmo Vivo (Servicio de DJ para eventos.), Location: Heredia, Santo Domingo, Labels: música en vivo, banda de jazz, música para bodas, música tropical, entretenimiento musical, Category: Música (Servicios de música en vivo y DJ para eventos.), Service: Servicio de DJ (Una banda profesional de músicos especializados en eventos corporativos, bodas, y festivales. Contamos con un repertorio diverso que incluye jazz, pop, rock y música tropical. Personalizamos el setlist según el gusto de los clientes.), Available: b'\x01'"
20,"Vendor: Recuerdos Memorables (Servicio de creación de recuerdos personalizados para eventos.), Location: Puntarenas, Central, Labels: recuerdos eventos, personalizados, recuerdos únicos, impresión duradera, recuerdos memorables, Category: Recuerdos (Servicios de creación de recuerdos personalizados para eventos.), Service: Creación de recuerdos (Ofrecemos servicios de creación de recuerdos personalizados para eventos. Diseñamos y fabricamos recuerdos únicos que dejarán una impresión duradera en los invitados.), Available: b'\x01', Vendor: Recuerdos Memorables (Servicio de fabricación de recuerdos únicos para eventos.), Location: Puntarenas, Central, Labels: recuerdos eventos, personalizados, recuerdos únicos, impresión duradera, recuerdos memorables, Category: Recuerdos (Servicios de creación de recuerdos personalizados para eventos.), Service: Fabricación de recuerdos (Ofrecemos servicios de creación de recuerdos personalizados para eventos. Diseñamos y fabricamos recuerdos únicos que dejarán una impresión duradera en los invitados.), Available: b'\x01'"
21,"Vendor: Pasteles Deliciosos (Servicio de pasteles personalizados para eventos.), Location: San José, Central, Labels: pasteles eventos, repostería, pasteles personalizados, alta calidad, pasteles deliciosos, Category: Pasteles (Servicios de pastelería y repostería para eventos.), Service: Pasteles personalizados (Ofrecemos servicios de pastelería y repostería para eventos. Nuestros pasteles son personalizados y de alta calidad.), Available: b'\x01', Vendor: Pasteles Deliciosos (Servicio de repostería fina para eventos.), Location: San José, Central, Labels: pasteles eventos, repostería, pasteles personalizados, alta calidad, pasteles deliciosos, Category: Pasteles (Servicios de pastelería y repostería para eventos.), Service: Repostería fina (Ofrecemos servicios de pastelería y repostería para eventos. Nuestros pasteles son personalizados y de alta calidad.), Available: b'\x00'"
22,"Vendor: Planificación Perfecta (Servicio de planificación integral para eventos.), Location: Heredia, Central, Labels: planificación eventos, organización, detalles, éxito, planificación perfecta, Category: Planificación (Servicios de planificación y organización de eventos.), Service: Planificación integral (Proveemos servicios de planificación y organización de eventos. Nos encargamos de todos los detalles para que tu evento sea un éxito.), Available: b'\x01', Vendor: Planificación Perfecta (Servicio de organización de eventos.), Location: Heredia, Central, Labels: planificación eventos, organización, detalles, éxito, planificación perfecta, Category: Planificación (Servicios de planificación y organización de eventos.), Service: Organización de eventos (Proveemos servicios de planificación y organización de eventos. Nos encargamos de todos los detalles para que tu evento sea un éxito.), Available: b'\x00'"
23,"Vendor: Coordinación Eficiente (Servicio de coordinación de eventos.), Location: Cartago, Central, Labels: coordinación eventos, gestión, equipo eficiente, planificación, coordinación eficiente, Category: Coordinación (Servicios de coordinación y gestión de eventos.), Service: Coordinación de eventos (Ofrecemos servicios de coordinación y gestión de eventos. Nuestro equipo se asegura de que todo salga según lo planeado.), Available: b'\x01', Vendor: Coordinación Eficiente (Servicio de gestión de eventos.), Location: Cartago, Central, Labels: coordinación eventos, gestión, equipo eficiente, planificación, coordinación eficiente, Category: Coordinación (Servicios de coordinación y gestión de eventos.), Service: Gestión de eventos (Ofrecemos servicios de coordinación y gestión de eventos. Nuestro equipo se asegura de que todo salga según lo planeado.), Available: b'\x00'"
24,"Vendor: Publicidad Impactante (Servicio de campañas publicitarias para eventos.), Location: Alajuela, Central, Labels: publicidad eventos, promoción, campañas publicitarias, audiencia, publicidad impactante, Category: Publicidad (Servicios de publicidad y promoción para eventos.), Service: Campañas publicitarias (Proveemos servicios de publicidad y promoción para eventos. Creamos campañas publicitarias que captan la atención de tu audiencia.), Available: b'\x01', Vendor: Publicidad Impactante (Servicio de promoción de eventos.), Location: Alajuela, Central, Labels: publicidad eventos, promoción, campañas publicitarias, audiencia, publicidad impactante, Category: Publicidad (Servicios de publicidad y promoción para eventos.), Service: Promoción de eventos (Proveemos servicios de publicidad y promoción para eventos. Creamos campañas publicitarias que captan la atención de tu audiencia.), Available: b'\x00'"
25,"Vendor: Marketing Estratégico (Servicio de estrategias de marketing para eventos.), Location: Puntarenas, Central, Labels: marketing eventos, estrategias, planes de marketing, éxito, marketing estratégico, Category: Marketing (Servicios de marketing y estrategias para eventos.), Service: Estrategias de marketing (Ofrecemos servicios de marketing y estrategias para eventos. Desarrollamos planes de marketing que aseguran el éxito de tu evento.), Available: b'\x01', Vendor: Marketing Estratégico (Servicio de planes de marketing para eventos.), Location: Puntarenas, Central, Labels: marketing eventos, estrategias, planes de marketing, éxito, marketing estratégico, Category: Marketing (Servicios de marketing y estrategias para eventos.), Service: Planes de marketing (Ofrecemos servicios de marketing y estrategias para eventos. Desarrollamos planes de marketing que aseguran el éxito de tu evento.), Available: b'\x00'"
26,"Vendor: Diseño Gráfico Creativo (Servicio de diseño de logotipos para eventos.), Location: San José, Central, Labels: diseño gráfico eventos, diseños únicos, personalizados, creatividad, diseño gráfico creativo, Category: Diseño gráfico (Servicios de diseño gráfico para eventos.), Service: Diseño de logotipos (Ofrecemos servicios de diseño gráfico para eventos. Creamos diseños únicos y personalizados que capturan la esencia de tu evento.), Available: b'\x01', Vendor: Diseño Gráfico Creativo (Servicio de diseño de folletos para eventos.), Location: San José, Central, Labels: diseño gráfico eventos, diseños únicos, personalizados, creatividad, diseño gráfico creativo, Category: Diseño gráfico (Servicios de diseño gráfico para eventos.), Service: Diseño de folletos (Ofrecemos servicios de diseño gráfico para eventos. Creamos diseños únicos y personalizados que capturan la esencia de tu evento.), Available: b'\x00'"
27,"Vendor: Redes Sociales Efectivas (Servicio de gestión de Facebook para eventos.), Location: Heredia, Central, Labels: redes sociales eventos, gestión, visibilidad, alcance, redes sociales efectivas, Category: Redes sociales (Servicios de gestión de redes sociales para eventos.), Service: Gestión de Facebook (Proveemos servicios de gestión de redes sociales para eventos. Aumentamos la visibilidad y el alcance de tu evento en las plataformas sociales.), Available: b'\x01', Vendor: Redes Sociales Efectivas (Servicio de gestión de Instagram para eventos.), Location: Heredia, Central, Labels: redes sociales eventos, gestión, visibilidad, alcance, redes sociales efectivas, Category: Redes sociales (Servicios de gestión de redes sociales para eventos.), Service: Gestión de Instagram (Proveemos servicios de gestión de redes sociales para eventos. Aumentamos la visibilidad y el alcance de tu evento en las plataformas sociales.), Available: b'\x00'"
28,"Vendor: Producción de Video (Servicio de filmación de eventos.), Location: Cartago, Central, Labels: producción de video eventos, momentos importantes, recuerdos inolvidables, producción de video, Category: Video (Servicios de producción de video para eventos.), Service: Filmación de eventos (Ofrecemos servicios de producción de video para eventos. Capturamos los momentos más importantes y los transformamos en recuerdos inolvidables.), Available: b'\x01', Vendor: Producción de Video (Servicio de edición de video para eventos.), Location: Cartago, Central, Labels: producción de video eventos, momentos importantes, recuerdos inolvidables, producción de video, Category: Video (Servicios de producción de video para eventos.), Service: Edición de video (Ofrecemos servicios de producción de video para eventos. Capturamos los momentos más importantes y los transformamos en recuerdos inolvidables.), Available: b'\x00'"
29,"Vendor: Streaming en Vivo (Servicio de transmisión en vivo para eventos.), Location: Alajuela, Central, Labels: streaming eventos, transmisión en vivo, alta calidad, sin interrupciones, streaming en vivo, Category: Video (Servicios de producción de video para eventos.), Service: Transmisión en vivo (Proveemos servicios de streaming y transmisión en vivo para eventos. Aseguramos una transmisión de alta calidad y sin interrupciones.), Available: b'\x01', Vendor: Streaming en Vivo (Servicio de streaming de alta calidad para eventos.), Location: Alajuela, Central, Labels: streaming eventos, transmisión en vivo, alta calidad, sin interrupciones, streaming en vivo, Category: Video (Servicios de producción de video para eventos.), Service: Streaming de alta calidad (Proveemos servicios de streaming y transmisión en vivo para eventos. Aseguramos una transmisión de alta calidad y sin interrupciones.), Available: b'\x00'"
3,"Vendor: Captura Perfecta (Servicio de cobertura fotográfica completa para eventos.), Location: Cartago, Paraíso, Labels: fotografía profesional, video eventos, álbum personalizado, fotos alta calidad, momentos inolvidables, Category: Fotografía (Servicios de fotografía y video para eventos.), Service: Cobertura fotográfica completa para eventos (Estudio de fotografía profesional con 10 años de experiencia en capturar los momentos más importantes de bodas, eventos sociales y corporativos. Usamos tecnología de última generación para ofrecer fotos y videos de alta calidad.), Available: b'\x01', Vendor: Captura Perfecta (Servicio de sesión de fotos pre-evento.), Location: Cartago, Paraíso, Labels: fotografía profesional, video eventos, álbum personalizado, fotos alta calidad, momentos inolvidables, Category: Fotografía (Servicios de fotografía y video para eventos.), Service: Sesión de fotos pre-evento (Estudio de fotografía profesional con 10 años de experiencia en capturar los momentos más importantes de bodas, eventos sociales y corporativos. Usamos tecnología de última generación para ofrecer fotos y videos de alta calidad.), Available: b'\x01', Vendor: Captura Perfecta (Servicio de edición y creación de álbum personalizado.), Location: Cartago, Paraíso, Labels: fotografía profesional, video eventos, álbum personalizado, fotos alta calidad, momentos inolvidables, Category: Fotografía (Servicios de fotografía y video para eventos.), Service: Edición y álbum personalizado (Estudio de fotografía profesional con 10 años de experiencia en capturar los momentos más importantes de bodas, eventos sociales y corporativos. Usamos tecnología de última generación para ofrecer fotos y videos de alta calidad.), Available: b'\x01'"
30,"Vendor: Conferencias Profesionales (Servicio de organización de conferencias para eventos.), Location: Puntarenas, Central, Labels: conferencias eventos, seminarios, organización, detalles, conferencias profesionales, Category: Video (Servicios de producción de video para eventos.), Service: Organización de conferencias (Ofrecemos servicios de organización de conferencias y seminarios. Nos encargamos de todos los detalles para que tu evento sea un éxito.), Available: b'\x01', Vendor: Conferencias Profesionales (Servicio de gestión de seminarios para eventos.), Location: Puntarenas, Central, Labels: conferencias eventos, seminarios, organización, detalles, conferencias profesionales, Category: Video (Servicios de producción de video para eventos.), Service: Gestión de seminarios (Ofrecemos servicios de organización de conferencias y seminarios. Nos encargamos de todos los detalles para que tu evento sea un éxito.), Available: b'\x00'"
31,"Vendor: Decoraciones Elegantes (Servicio de decoración temática para eventos.), Location: San José, Central, Labels: decoración eventos, ambientes únicos, memorables, decoraciones elegantes, Category: Alquiler de equipos (Servicios de alquiler de equipos para eventos.), Service: Decoración temática (Ofrecemos servicios de decoración para eventos, creando ambientes únicos y memorables.), Available: b'\x01', Vendor: Decoraciones Elegantes (Servicio de decoración floral para eventos.), Location: San José, Central, Labels: decoración eventos, ambientes únicos, memorables, decoraciones elegantes, Category: Alquiler de equipos (Servicios de alquiler de equipos para eventos.), Service: Decoración floral (Ofrecemos servicios de decoración para eventos, creando ambientes únicos y memorables.), Available: b'\x00'"
32,"Vendor: Fotografía Profesional (Servicio de fotografía digital para eventos.), Location: Heredia, Central, Labels: fotografía eventos, momentos importantes, calidad profesional, fotografía profesional, Category: Logística (Servicios de logística y transporte para eventos.), Service: Fotografía digital (Proveemos servicios de fotografía para eventos, capturando los momentos más importantes con calidad profesional.), Available: b'\x01', Vendor: Fotografía Profesional (Servicio de creación de álbumes fotográficos para eventos.), Location: Heredia, Central, Labels: fotografía eventos, momentos importantes, calidad profesional, fotografía profesional, Category: Logística (Servicios de logística y transporte para eventos.), Service: Álbumes fotográficos (Proveemos servicios de fotografía para eventos, capturando los momentos más importantes con calidad profesional.), Available: b'\x00'"
33,"Vendor: Música en Vivo (Servicio de banda en vivo para eventos.), Location: Cartago, Central, Labels: música eventos, en vivo, géneros variados, música en vivo, Category: Organización de eventos (Servicios de organización integral de eventos.), Service: Banda en vivo (Ofrecemos servicios de música en vivo para eventos, con una amplia variedad de géneros y estilos.), Available: b'\x01', Vendor: Música en Vivo (Servicio de DJ profesional para eventos.), Location: Cartago, Central, Labels: música eventos, en vivo, géneros variados, música en vivo, Category: Organización de eventos (Servicios de organización integral de eventos.), Service: DJ profesional (Ofrecemos servicios de música en vivo para eventos, con una amplia variedad de géneros y estilos.), Available: b'\x00'"
34,"Vendor: Iluminación Creativa (Servicio de iluminación LED para eventos.), Location: Alajuela, Central, Labels: iluminación eventos, efectos visuales, impresionantes, iluminación creativa, Category: Asesoría (Servicios de asesoría y consultoría para eventos.), Service: Iluminación LED (Proveemos servicios de iluminación para eventos, creando efectos visuales impresionantes.), Available: b'\x01', Vendor: Iluminación Creativa (Servicio de efectos especiales de iluminación para eventos.), Location: Alajuela, Central, Labels: iluminación eventos, efectos visuales, impresionantes, iluminación creativa, Category: Asesoría (Servicios de asesoría y consultoría para eventos.), Service: Efectos especiales (Proveemos servicios de iluminación para eventos, creando efectos visuales impresionantes.), Available: b'\x00'"
35,"Vendor: Sonido Profesional (Servicio de sonido envolvente para eventos.), Location: Puntarenas, Central, Labels: sonido eventos, calidad de audio, excepcional, sonido profesional, Category: Invitaciones (Servicios de diseño y envío de invitaciones para eventos.), Service: Sonido envolvente (Ofrecemos servicios de sonido para eventos, asegurando una calidad de audio excepcional.), Available: b'\x01', Vendor: Sonido Profesional (Servicio de alquiler de equipos de sonido para eventos.), Location: Puntarenas, Central, Labels: sonido eventos, calidad de audio, excepcional, sonido profesional, Category: Invitaciones (Servicios de diseño y envío de invitaciones para eventos.), Service: Alquiler de equipos de sonido (Ofrecemos servicios de sonido para eventos, asegurando una calidad de audio excepcional.), Available: b'\x00'"
36,"Vendor: Decoraciones Elegantes (Servicio de decoración temática para eventos, adaptando el diseño a la temática específica del evento.), Location: San José, Central, Labels: decoración eventos, ambientes únicos, memorables, decoraciones elegantes, Category: Recuerdos (Servicios de creación de recuerdos personalizados para eventos.), Service: Decoración temática (Ofrecemos servicios de decoración para eventos, creando ambientes únicos y memorables con una atención meticulosa a los detalles y un enfoque personalizado.), Available: b'\x01', Vendor: Decoraciones Elegantes (Servicio de decoración floral para eventos, utilizando flores frescas y arreglos personalizados.), Location: San José, Central, Labels: decoración eventos, ambientes únicos, memorables, decoraciones elegantes, Category: Recuerdos (Servicios de creación de recuerdos personalizados para eventos.), Service: Decoración floral (Ofrecemos servicios de decoración para eventos, creando ambientes únicos y memorables con una atención meticulosa a los detalles y un enfoque personalizado.), Available: b'\x00'"
37,"Vendor: Fotografía Profesional (Servicio de fotografía digital para eventos, capturando imágenes de alta resolución.), Location: Heredia, Central, Labels: fotografía eventos, momentos importantes, calidad profesional, fotografía profesional, Category: Pasteles (Servicios de pastelería y repostería para eventos.), Service: Fotografía digital (Proveemos servicios de fotografía para eventos, capturando los momentos más importantes con calidad profesional y equipos de última generación.), Available: b'\x01', Vendor: Fotografía Profesional (Servicio de creación de álbumes fotográficos para eventos, diseñados a medida.), Location: Heredia, Central, Labels: fotografía eventos, momentos importantes, calidad profesional, fotografía profesional, Category: Pasteles (Servicios de pastelería y repostería para eventos.), Service: Álbumes fotográficos (Proveemos servicios de fotografía para eventos, capturando los momentos más importantes con calidad profesional y equipos de última generación.), Available: b'\x00'"
38,"Vendor: Música en Vivo (Servicio de banda en vivo para eventos, con músicos profesionales y repertorio variado.), Location: Cartago, Central, Labels: música eventos, en vivo, géneros variados, música en vivo, Category: Planificación (Servicios de planificación y organización de eventos.), Service: Banda en vivo (Ofrecemos servicios de música en vivo para eventos, con una amplia variedad de géneros y estilos, adaptándonos a las preferencias de cada cliente.), Available: b'\x01', Vendor: Música en Vivo (Servicio de DJ profesional para eventos, con equipo de sonido de alta calidad.), Location: Cartago, Central, Labels: música eventos, en vivo, géneros variados, música en vivo, Category: Planificación (Servicios de planificación y organización de eventos.), Service: DJ profesional (Ofrecemos servicios de música en vivo para eventos, con una amplia variedad de géneros y estilos, adaptándonos a las preferencias de cada cliente.), Available: b'\x00'"
39,"Vendor: Iluminación Creativa (Servicio de iluminación LED para eventos, creando ambientes modernos y dinámicos.), Location: Alajuela, Central, Labels: iluminación eventos, efectos visuales, impresionantes, iluminación creativa, Category: Coordinación (Servicios de coordinación y gestión de eventos.), Service: Iluminación LED (Proveemos servicios de iluminación para eventos, creando efectos visuales impresionantes que transforman cualquier espacio en una experiencia visual única.), Available: b'\x01', Vendor: Iluminación Creativa (Servicio de efectos especiales de iluminación para eventos, incluyendo láseres y luces estroboscópicas.), Location: Alajuela, Central, Labels: iluminación eventos, efectos visuales, impresionantes, iluminación creativa, Category: Coordinación (Servicios de coordinación y gestión de eventos.), Service: Efectos especiales (Proveemos servicios de iluminación para eventos, creando efectos visuales impresionantes que transforman cualquier espacio en una experiencia visual única.), Available: b'\x00'"
